TYPE,URL,IP
Citadel,192.241.219.86/webalizer/cp.php?m=login,
Citadel,182.71.19.180/webalizer/wordpress/cp.php?m=login,
Citadel,192.186.184.8/webalizer/opt/cp.php?m=login,
Citadel,107.150.43.186/~hallmk01/file2/servers/cp.php?m=login,
Citadel,121.199.57.56/webalizer/cp.php?m=login,
ZeuS,198.27.110.42/~makedoll/ndu/cp.php?m=login,
Citadel,176.9.27.59/~chinalou/servers/cp.php?m=login,
iBanking,rretiqpbolfuuuu4435qhnrufdayrob89.url.ph/android/admin.php,185.28.20.215
IceIX,it-support-calgary.ca/999/web/adm/index.php?m=login,69.27.107.94
ZeuS,endnra.ru/logs/cart.php?m=login,184.22.61.133
ZeuS,freya.instanthosting.com.au/~livevb/webadmin/cp.php?m=login,116.0.23.234
Citadel,coldrollicecream.com/unix/cp.php?m=login,108.165.21.198
Citadel,noard.ru/cp.php?m=login,177.40.38.81
Citadel,176.9.27.59/~slolnet/inc/servers/cp.php?m=login,
ZeuS,ais-sigue.co/web/admin.php?m=login,149.255.58.111
Solar,ukonline.hc0.me/Panel/?login,5.135.127.68
IceIX,www.fhnonline.org/images/adm/index.php?m=login,208.109.181.200
ZeuS,nitenokliert.co.uk/sat/cp.php?m=login,204.188.238.141
Citadel,crete-holidays.com.gr/templates/system/css/cp.php?m=login,85.214.86.235
Citadel,kolesnica.biz/.tmp/cp.php?m=login,81.177.141.202
ZeuS,whitbyshopper.co.uk/image/3/admin.php?m=login,82.145.42.73
ZeuS,thankdlord.com/darlon/metro/admin/1/cp.php?letter=login,64.191.11.175
ZeuS,webgiz.muz.ifsuldeminas.edu.br/libraries/simplepie/idn/server/cp.php?m=login,200.131.11.34
Mailer,webgiz.muz.ifsuldeminas.edu.br/conf.php,200.131.11.34
Citadel,r-sbonline.biz/wp-includes/Text/Diff/text/cp.php?m=login,198.176.28.49
ZeuS,r-sbonline.biz/wp-includes/Text/obi/cp.php?m=login,198.176.28.49
Citadel,r-sbonline.biz/wp-includes/theme-compat/lager/install/,198.176.28.49
Citadel,r-sbonline.biz/wp-includes/images/wlw/fox/cp.php?m=login,198.176.28.49
Citadel,r-sbonline.biz/wp-includes/pomo/cjchuk1/cp.php?m=login,198.176.28.49
Citadel,r-sbonline.biz/wp-includes/pomo/cjchuk2/cp.php?m=login,198.176.28.49
ZeuS,www.hbkafrica.com/cgi_bin/cp.php?m=login,50.87.86.45
Pony,198.27.98.247/Pony/admin.php,
Plasma,198.27.98.247/privatepanel/login.php,
Citadel,jorey.ru/images/great/minds/cp.php?m=logi,109.87.224.119
btcsoft,www.nadman.ru/btcsoft/admcp.php,176.103.49.74
Pony,amaobi.besaba.com/admin.php,31.170.164.240
Stealer,kelvin12.freezoy.com/index.php,185.27.134.140
ZeuS,webgiz.muz.ifsuldeminas.edu.br/libraries/simplepie/idn/server/cp/cp.php?m=login,200.131.11.34
Stealer,crhrocker.hostingsiteforfree.com,31.170.166.231
Stealer,cybersound.netau.net,31.170.160.129
Citadel,115.28.220.112/webalizer/cp.php?m=login,
ZeuS,aliagacilingirci.com/admin/htmlindex/cp.php?m=login,185.9.159.211
ZeuS,wssup.com/opp/cp.php?m=login,208.43.102.148
ZeuS,www.toftmann.dk/templates/upload/cp.php?m=login,109.201.154.73
Citadel,178.217.187.143/info/panel/hussler/cp.php?m=login,
ZeuS,triplefiremusic.com/htmlindex/cp.php?m=login,204.93.159.80
IceIX,homesgroups.com/mall/adm/index.php?m=login,111.90.159.216
Citadel,dijks.eu/js/office/ideal/server/cp.php?m=login,95.211.19.93
Citadel,crayolabank.ru/net/cp.php?m=login,206.72.200.107
Citadel,www.sahillmoulds.com/servers/cp.php?m=login,64.32.20.81
Citadel,xqtechllc.com/~xqtechll/knvr/cp.php?m=login,198.100.145.11
Citadel,lusxampp02.bdpinternational.com/webalizer/piwik/cp.php?m=login,198.245.202.92
Keitaro,tdstdsotpravka.com/admin/,217.12.206.36
Dendroid,146.185.178.75/dendroid/,
IceIX,mgmedic.com.br/hr/web/adm/index.php?m=login,189.73.155.43
Citadel,198.245.202.92/webalizer/piwik/cp.php?m=login,
ZeuS,aboniaamckdr.com/public/cp.php?m=login,198.136.54.80
ZeuS,aboniaamckdr.com/reloaded/cp.php?m=login,198.136.54.80
ZeuS,aboniaamckdr.com/html/cp.php?m=login,198.136.54.80
ZeuS,aboniaamckdr.com/gabby/cp.php?m=login,198.136.54.80
ZeuS,aboniaamckdr.com/emman/cp.php?m=login,198.136.54.80
ZeuS,open.imazhi.com/open/cp.php?m=login,81.19.186.160
ZeuS,www.technlip.com/wp-includes/pomo/joe/cp.php?m=login,198.176.28.49
Citadel,ad-amirsarvi.ir/media/system/css/cp.php?m=login,199.201.122.227
ZeuS,warfacebest.ru.swtest.ru/cp.php?m=login,77.222.41.130
VertexNet,www.piska-k.pusku.com/VertexNet/,31.170.164.117
Dexter,198.23.129.146/panel/,
ZeuS,109.73.172.66/~taxcoms1/admin.php?m=login,
ZeuS,www.wallhorn.com/css/adm/index.php?m=login,217.160.94.210
ZeuS,hlbsiccuspetroleum.net/wp-includes/css/foxphp/cp.php?m=login,198.176.28.49
IceIX,voice.seednetwork.net/wp-content/uploads/adm/index.php?m=login,122.155.201.10
IceIX,keithmichaelchester.com/kmc/adm/index.php?m=login,208.109.181.201
Citadel,casadoatirador.com.br/images/cp.php?m=login,189.38.90.35
Citadel,maseko.info/botnet/cp.php?m=login,"199.204.248.106	"
IceIX,www.heartjohn.com/images/adm/index.php?m=login,69.194.235.103
Citadel,asptt.aikido-meat.com/modules/mod_menu/menu/cp.php?m=login,80.80.228.19
ZeuS,www.delmontcaldowcaterers.co.za/templates/system/html/cp.php?m=login,41.203.16.156
ZeuS,www.olwkingsbury.org.au/templates/system/html/cp.php?m=login,76.74.128.80
Citadel,iexplorer.redirectme.net/__/_t/_v7_/l0_/Z_4/o_5e_/k6_/_X_2C/_vft/cp.php?m=login,195.154.183.202
Solar,dokee.esy.es/?login,31.220.16.11
Citadel,www.cleanwheel.net/wp-include/Rajeo/serve/cp.php?m=login,173.243.123.58
ZeuS,netatekstil.com/ksit/cp.php?m=login,5.9.70.218
ZeuS,getego.suroot.com/~focused/wp-content/themes/twentytwelve/js/nd/cp.php?m=login,50.31.98.139
IceIX,www.madandyonline.com/wp-comment/adm/index.php?m=login,67.228.93.3
IceIX,ata-rh.com.br/eng/adm/Index.php?m=login,74.86.13.122
ZeuS,ayancikmuftulugu.gov.tr/admin/cp.php?m=login,95.173.186.178
ZeuS,loxomi.in.ua/index/admin.php?m=login,195.64.154.38
Citadel,sathicehat.org/unix/cp.php?m=login,194.28.84.106
Citadel,hiteckcenter.com/unix/cp.php?m=login,112.213.89.34
ZeuS,fahrenheitsuites.com/pics/cccc/cp.php?m=login,111.90.133.131
ZeuS,circleread-view.com.mocha2003.mochahost.com/Zeus/cp.php?m=login,198.38.82.49
C24,circleread-view.com.mocha2003.mochahost.com/?action=login,198.38.82.49
ZeuS,akdenizparkbahce.com/image/flags/zt/wp/bt/js/url/upload/cp.php?m=login,46.235.9.198
VertexNet,www.lovin.us/WebPanel/,192.99.21.21
ZeuS,kjppdbutmir.com/news/cp.php?m=login,192.3.118.3
ZeuS,g0dday.cc/cp.php?m=login,5.79.65.102
Citadel,worldcart.in/includes/extra/inc/helps/cp.php?m=login,168.144.251.196
ZeuS,westiniedsho.us/eme01/cp.php?m=login,141.101.116.114
ZeuS,thepeterhadarshow.com/include/cp.php?m=login,207.210.103.242
ZeuS,zdemo.mooo.com/zeus/cp.php?m=login,75.27.60.125
ZeuS,azok.fr/camera/jss/adminpanel/admin.php?m=login,37.59.208.58
ZeuS,199.127.101.208/smile/smile/adminpanel/admin.php?m=login,
Citadel,www.cleanwheel.net/wp-include/miown/serve/cp.php?m=login,173.243.123.58
Betabot,p.aresital.com/bb/login.php,188.226.192.197
WebInject,nowdaysune.com:443/fed/sat/login.php,88.198.138.93
ZeuS,pianofun.edu.vn/scripts/java/cp.php?m=login,42.117.2.3
Citadel,91.234.104.30/cp/cp.php?m=login,
Citadel,picastyles.net/includes/inc/helps/cp.php?m=login,168.144.251.196
ZeuS,musculationexercice.com/wp-comment/admin.php?m=login,109.234.161.25
Citadel,adrianh.us/uba/cp.php?m=login,141.101.116.29
Citadel,bingbangtheory.ru/net/cp.php?m=login,91.230.60.107
IceIX,www.decoagua.com/es/plugins/adm/index.php?m=login,95.128.157.163
Android/SmsSend,203.69.59.153/dong/Default.aspx,
ZeuS,artofsklncare.co.za/admin/mmbb/mmb/mmbb/cp.php?m=login,197.189.208.106
Citadel,kaninescent.ru/images/amidstplenty/therexone/ledatic/cp.php?m=login,93.79.174.12
Citadel,hunterhotline.com/server/cp.php?m=login,82.146.53.60
ZeuS,tesbihci.net/old/media/cms/css/bihci/cp.php?m=login,185.15.197.82
ZeuS,peluqueriayesteticapilmar.es/.tmp/cp.php?m=login,92.43.21.63
ZeuS,ingrado.ch/admin/cp.php?m=login,195.190.166.45
Alina,654andro.net/insider/samsam.php,141.255.167.27
ZeuS,reluxmusic.com/wp/cp.php?m=login,216.38.54.155
ZeuS,dexterousgroup.com/dg/cp.php?m=login,159.253.142.194
ZeuS,ccperiodistas.es/webmaster/cp.php?m=login,82.194.66.70
Citadel,142.0.78.47/nal/nall/cp.php?m=login,
ZeuS,www.gordonalder.in/load/gordon/cp.php?m=login,85.25.43.36
Citadel,87.236.211.157/image/server/cp.php?m=login,
IceIX,cesp-pimentel.com.br/js/adm/Index.php?m=login,74.86.13.122
Citadel,www.yilinmilletvekili.com/ok/serve/cp.php?m=login,85.95.238.136
IceIX,more4u.be/album/adm/index.php?m=login,72.167.131.145
Solar,wvamvakidis.com.au/Scripts/nill/index.php?login,103.11.54.35
ZeuS,wvamvakidis.com.au/Scripts/kt/cp.php?m=login,103.11.54.35
ZeuS,wvamvakidis.com.au/Scripts/case/cp.php?m=login,103.11.54.35
"Jolly Roger",miluashikguer.ru/ldr/,188.225.38.109
Mailer,winows32.com/blast.php,216.240.159.134
Dexter,188.240.34.210/outpost/,
ZeuS,goldhqs.com/images/vm/cp.php?m=login,208.87.242.216
ZeuS,198.58.92.228/~sheivan/giggle/cp.php?m=login,
ZeuS,198.58.92.228/~sheivan/loskshin/cp.php?m=login,
Citadel,43mouvie.co/sadlif/sadlif/cp.php?m=login,192.186.203.32
Unknown,193.218.144.3/cp/login/,
Citadel,bambubrasileiro.com/unix/cp.php?m=login,200.98.246.187
Citadel,icals.ru/images/greater/wisdom/cp.php?m=login,109.251.83.243
ZeuS,www.p-studio.ro/cpdb1/cp.php?m=login,176.223.124.216
ZeuS,lordsi.com/includes/jss/cp.php?m=login,124.153.121.135
ZeuS,brigadefantome.great-heberg.eu/images/jss/cp.php?m=login,37.59.208.58
IceIX,www.devatv.ro/wp-blog/adm/index.php?m=login,81.89.7.100
ZeuS,www.nikey.cn/nikbok/cp.php?letter=login,113.108.204.30
ZeuS,sevenjet.com/cp_workers/admin.php?m=login,85.25.4.28
IceIX,kinggeorge.co.il/wp-content/thumbs/adm/index.php?m=login,62.90.134.78
ZeuS,176.99.7.78/~daiti/4/cp.php?m=login,
ZeuS,176.99.7.78/~daiti/1/cp.php?m=login,
Betabot,goeiejeng.com/ron/login.php,62.210.238.59
Betabot,linkedim.pw/product/login.php,46.22.166.230
Betabot,made-in-china.ws/product/login.php,46.22.166.230
Betabot,aliibaba.pw/product/login.php,46.22.166.230
IceIX,www.mamba-art.ru/wp-content/themes/newsworld/adm/index.php?m=login,217.117.71.252
IceIX,horizonmagazine.com/images/adm/index.php?m=login,72.167.131.220
IceIX,crownscull.com/goo/adm/index.php?m=login,72.167.131.81
IceIX,www.ashlyninstruments.com/images/adm/index.php?m=login,67.225.213.128
Citadel,santori.pw/men/info/cp.php?m=login,91.203.145.142
IceIX,agresources.us/analyst/adm/index.php?m=login,216.97.224.225
IceIX,5.175.147.4/colabo/web/adm/index.php?m=login,
Citadel,fieldtripz.com/server/cp.php?m=login,94.242.223.133
Citadel,107.160.185.173/office/pal/server/cp.php?m=login,
Citadel,54.244.115.238/xampp/opt/cp.php?m=login,
ZeuS,31.6.71.83/xampp/server/cp.php?m=login,
ZeuS,54.186.35.58/webalizer/cp.php?m=login,
Citadel,198.50.252.25/serve/cp.php?m=login,
Citadel,yenisatis.com/wap-admin/serve/cp.php?m=login,85.95.238.99
Citadel,42.121.195.54:8080/webalizer/cp.php?m=login,
ZeuS,reido10.com/catalog/server/cp.php?m=login,173.44.38.98
ZeuS,spectracity.com/bot/adminpanel/admin.php?m=login,63.247.72.58
ZeuS,nurulhayati.com/chima/cp.php?m=login,119.82.226.7
ZeuS,noluscafe.com/_default/cp.php?m=login,216.38.54.154
ZeuS,cpanel30.per.syra.net.au/~jamesjfa/html/cp.php?m=login,203.170.85.135
ZeuS,149.154.64.20/files/cp.php?m=login,
ZeuS,nurulhayati.com/gud/cp.php?m=login,119.82.226.7
ZeuS,195.88.242.213/3uup46e0ny/index.php?m=login,
Winlock,obession.co.ua/loader2/index.php,185.8.107.66
IceIX,hoytocasnow.com/images/adm/index.php?m=login,178.32.217.207
ZeuS,megalit.ro/coachingtargoviste/admin.php?m=login,74.50.18.10
ZeuS,voxpanama.com/cli/tmp/cp.php?m=login,186.5.136.12
ZeuS,www.makroimobiliaria.com.br/wa_0_p/pa_1beeoo2lkyc2rh/link/cp.php?m=login,198.23.102.34
Citadel,www.bandanasrepublic.com/bin/cgi/server/cp.php?m=login,70.39.250.68
Citadel,aquadigio.ru/net/cp.php?m=login,207.244.68.164
Citadel,mediajoint.info/cp.php?m=login,194.145.208.28
SpyEye,firexiasds.wha.la/MainCP/,109.120.177.129
Citadel,185.24.233.141/adv/cp.php?m=login,
ZeuS,therocksisrocksandtony.org/images/server/serve/cp.php?m=login,108.162.196.146
Citadel,ubaonlineb.uni.me/mmm/cp.php?m=login,37.0.127.199
Citadel,standardbn.uni.me/boo/cp.php?m=login,37.0.127.199
ZeuS,wizboi.us/eme01/cp.php?m=login,141.101.117.47
Citadel,claire-morin.com/.../cp.php?m=login,87.106.119.17
Betabot,fapncam.com/beta/login.php,5.199.165.239
Stealer,fapncam.com/steal/?action=login,5.199.165.239
Betabot,parent.su/web/login1.php,31.43.255.106
Betabot,frizzcams.com/beta/login.php,5.199.165.239
Betabot,update-silo.com/beta/login.php,5.199.165.239
Betabot,vozecareers.com/beta/login.php,5.199.165.239
Betabot,lmage1.com/beta/login.php,5.199.165.239
Solar,dokee.pw/index.php?login,94.242.205.227
Solar,dangcapchat.net/panel/index.php?login,125.253.124.42
Winlock,obession.co.ua/usenet/index.php,185.8.107.66
ZeuS,teseassessoria.com.br/in/cp.php?m=login,177.70.96.129
ZeuS,hungthinhtrade.com/rade/cp.php?m=login,112.78.2.141
ZeuS,portaldfm.com.br/sssl/cp.php?m=login,184.82.87.52
ZeuS,bmenergi.co.id/botnet/server%5Bphp%5D/cp.php?m=login,103.23.201.219
Pony,santeol.su/p/admin.php,84.204.255.203
Citadel,oinis.ru/EMCSMT/cp.php?m=login,31.43.176.254
Citadel,gopina.com.br/min/cp.php?m=login,75.102.25.116
ZeuS,fleursmontreal.net/.php/cp.php?m=login,184.107.242.234
Pony,terra-araucania.cl/pooo/admin.php,69.73.130.24
Pony,photographytoday.webatu.com/Site/Panel/admin.php,31.170.161.76
UFR,urfreports.esy.es/gate/ufr.php,31.220.16.11
Pony,fdsms.net63.net/fdsms/admin.php,31.170.162.143
Pony,welfar.kz/98766/675445/4385/admin.php,212.154.192.166
Pony,yaskifella.esy.es/1/1/admin.php,185.28.20.38
Solar,terra-araucania.cl/solar/index.php?login,69.73.130.24
Plasma,somethingnice.hc0.me/login.php,5.135.127.68
Citadel,gfydwsbtvoypxuqk.onion/C/CC/hf3yh4687df.php?m=login,
ZeuS,web.phpforms.fh.net.nz/cp.php?m=login,210.79.51.13
ZeuS,olwwe.ru/pp/cp.php?m=login,41.185.78.4
ZeuS,eddw.ru/144/cp.php?m=login,184.22.86.161
Citadel,222.29.197.232/webalizer/opt/cp.php?m=login,
IceIX,www.lifetimeserv.com/style/adm/index.php?m=login,119.59.120.9
ZeuS,specificrandomness.com/tmp/serv/cp.php?m=login,184.168.104.148
ZeuS,lastprisoner.org/tmp/serverphp/cp.php?m=login,108.162.199.198
Plasma,www.raozat.com/panel/login.php,198.252.101.241
Solar,4me-4you.com/jona/index.php?login,198.252.101.241
ZeuS,orange-univer.org/adminpanel/admin.php?m=login,69.28.199.110
ZeuS,napolicontabilidade.com.br/pay/cp.php?m=login,177.70.96.129
IceIX,www.arquitectoenbarcelona.com/nueva/adm/index.php?m=login,185.2.131.83
Citadel,rudyhadisuwarnocosmetics.com/panel/cp.php?m=login,116.90.163.237
IceIX,portal.baixadaon.com.br/util/adm/index.php?m=login,186.202.127.86
ZeuS,now-work.ru/3uup46e0ny/index.php?m=login,78.46.196.177
ZeuS,giversoffice.net/images/work/server/cp.php?m=login,141.101.117.237
Citadel,randomrat.no-ip.org/xampp/uzoma/cp.php?m=login,41.138.172.201
ZeuS,tosyisha.ru/ub02/cp.php?m=login,108.162.197.67
ZeuS,woodlandfarmersmarket.org/create/adminpanel/admin.php?m=login,173.225.21.61
ZeuS,www.epcvl.com.br/plugins/system/cp.php?m=login,189.38.91.232
Citadel,www.hipicanashville.com.br/plugins/system/cp.php?m=login,187.1.141.45
ZeuS,www.hupt.hr/cli/h/1/cp.php?m=login,185.3.195.30
ZeuS,bbumn.ru/nico/cp.php?m=login,180.240.133.238
Betabot,notchangeme.su/luck/login.php,193.107.16.173
Betabot,beamservers.info/lambda/login.php,159.253.137.109
ZeuS,bbumn.ru/fire/cart.php?m=login,180.240.133.238
SmsPiratBot,erawap.org/bn/index.php?module=statistics,88.198.235.138
SmsPiratBot,erosims.org/bn/index.php?module=statistics,88.198.235.138
ZeuS,noniwiluyo.com/html/cp.php?m=login,69.65.47.65
FakeToken.A,smms.concept-studio.com.ua,91.206.31.41
FakeToken.A,89.45.14.98/cp/,
WSO,iriosystems.com/phpMyAdmin/libraries/plugins/import/upload/update.php,208.82.101.225
ZeuS,numogi.in.ua/index/admin.php?m=login,195.64.154.38
Unknown,lasech.su/cookie.txt,193.107.16.143
btcsoft,185.12.44.47/m/,
ZeuS,sedepases.com.br/images/admin.php?m=login,177.12.163.104
Stresser,ddosit.us/login.php,88.191.246.127
ZeuS,web.lisawisse.fh.net.nz/media/cp.php?m=login,210.79.51.13
ZeuS,sp4m.ru/fem/cp.php?m=login,141.101.116.221
ZeuS,wetlandoilgas.com/image2/cp.php?m=login,64.37.49.112
ZeuS,142.0.78.145/xampp/bluemagic/magicsystem/cp.php?m=login,
ZeuS,activatiin.co/adminpanel/admin.php?m=login,206.188.192.246
ZeuS,hotelesdealtura.com/images/jss/cp.php?m=login,200.58.112.21
Citadel,kraonkelaere.com/site/S/13897652/5112/cp.php?m=login,85.92.140.67
Citadel,nwseafoods.uni.me/image/png/jpeg/tukor/cita/cp.php?m=login,178.63.165.150
ZeuS,sp4m.ru/11/cp.php?m=login,64.32.20.103
ZeuS,sp4m.ru/1/cp.php?m=login,64.32.20.103
ZeuS,sp4m.ru/5/cp.php?m=login,64.32.20.103
ZeuS,sp4m.ru/09/ek/cp.php?m=login,64.32.20.103
ZeuS,sp4m.ru/09/nd2/cp.php?m=login,64.32.20.103
ZeuS,sp4m.ru/09/nd/cp.php?m=login,64.32.20.103
ZeuS,sp4m.ru/09/nd3/cp.php?m=login,64.32.20.103
ZeuS,sp4m.ru/09/seb/cp.php?m=login,64.32.20.103
ZeuS,sp4m.ru/55/cp.php?m=login,64.32.20.103
ZeuS,sp4m.ru/css/cp.php?m=login,64.32.20.103
ZeuS,sp4m.ru/111/cp.php?m=login,64.32.20.103
ZeuS,sp4m.ru/js/cp.php?m=login,64.32.20.103
Betabot,sp4m.ru/beta/login.php,64.32.20.103
ZeuS,sp4m.ru/555/cp.php?m=login,64.32.20.103
ZeuS,sp4m.ru/1111/cp.php?m=login,64.32.20.103
ZeuS,sp4m.ru/5555/cp.php?m=login,64.32.20.103
Citadel,www.ladoschka.com/cp.php?m=login,188.65.212.158
Citadel,178.217.186.227/etc/up/down/panel/cool/cp.php?m=login,
Vskimmer,bddmpz1.esy.es/vSkimmer/admin_panel/api/_admin/index.php?u=admin,31.170.164.145
POSCardStealer.O,bddmpz1.esy.es/BlackPOS/Panel/p4n3l.php,31.170.164.145
Citadel,nwseafoods.uni.me/html/website/elofrank/cita/cp.php?m=login,178.63.165.150
Citadel,evalift0hus.nut.cc/Spindilat/Sh0px/cp.php?m=login,178.63.165.150
Citadel,212.44.64.202/cita/cp.php?m=login,
Citadel,harsto5.myhostpoint.ch/cosee/hash/cp.php?m=login,217.26.52.15
Citadel,ourdailyshopping.com/images/win/check/cp.php?m=login,91.223.82.188
ZeuS,spectracity.com/zu/cp.php?m=login,63.247.72.58
IceIX,tecnologia3d.org/images/adm/index.php?m=login,67.222.128.11
Citadel,54.254.175.47/thebuggenie/opt/cp.php?m=login,
Citadel,144.76.240.101/marcus/cp.php?m=login,
ZeuS,careerplacementindia.com/stow/cp.php?m=login,64.29.151.221
ZeuS,careerplacementindia.com/bmg/cp.php?m=login,200.58.112.21
Citadel,kaneaccess.ru/images/images/amidstplenty/therexone/ledatic/cp.php?m=login,31.202.226.233
Citadel,107.160.185.174/office/lanre/server/cp.php?m=login,
Citadel,144.76.240.101/rry/cp.php?m=login,
IceIX,borchertschule-spandau.de/wp-blog/adm/index.php?m=login,109.237.140.22
ZeuS,31.204.154.16/~alubarik/images/admin.php?m=login,
ZeuS,31.204.154.16/~conenouc/temp/slow/admin.php?m=login,
ZeuS,69.27.107.94/~tupperwa/media/media/css/js/cp.php?m=login,
Pony,aginskoe.host22.com/admin.php,31.170.160.189
Athena,alpacas7231.tk/panel/login/,5.2.65.41
Andromeda,androbandrofand02.com/bla/adm.php,188.68.249.109
Pony,canada007.webege.com/html/admin.php,31.170.161.156
ZeuS,dpjagan.com/wp-content/admin.php?m=login,50.23.216.211
Pony,emintechoilfield.com/gallery/ac/Panel/admin.php,216.97.233.183
Citadel,gadgetbidkenya.com/aliya/cp.php?m=login,192.254.147.99
ZeuS,gaylove4you.dyndns.org/zen/admin.php?m=login,5.167.70.76
ZeuS,genesysproperties.co.ke/john/cp.php?m=login,192.254.147.98
IceIX,guruofnew.com/images/adm/index.php?m=login,208.109.181.25
Pony,h65276.srv0.test-hf.ru/PonyStealer/admin.php,91.227.16.27
ZeuS,kkeraobal.com/watchout/cp.php?m=login,198.136.54.104
Pony,liverpool-tide.co.uk/src/panel/admin.php,46.20.229.65
ZeuS,menumaterno.com.br/skins/tango/_labe/cp.php?m=login,189.113.175.249
Pony,merengehspamx.favcc1.com/admin.php,31.170.166.64
Pony,michaelu.yzi.me/1/1/admin.php,31.170.167.242
Citadel,moradespimz.nut.cc/spinx/spmaxi/cp.php?m=login,178.63.165.150
IceIX,n7300.no/panel/cp/admin/web/adm/index.php?m=login,213.162.246.74
IceIX,natashamartel.com/wp-comment/adm/index.php?m=login,72.167.183.44
ZeuS,nwa123.eu/wp-admin/upload/admin.php?m=login,66.45.237.67
Andromeda,porn4us.ws/adultlogin/adm.php,89.248.171.48
ZeuS,protectiatgjiu.ro/zo/cp.php?m=login,176.223.96.101
Pony,shakazulu.net76.net/html/admin.php,31.170.162.163
IceIX,siplsystems.com/web/adm/index.php?m=login,173.236.58.186
Andromeda,sonic4us.ws/login/adm.php,89.248.171.49
Pony,spimixspmzy.favcc1.com/admin.php,31.170.166.68
Pony,starglowgatee.com/admin.php,178.21.8.196
Pony,stealerparapa1337.besaba.com/admin.php,31.170.165.244
Andromeda,tom91jerry.ws/adm.php,109.236.87.121
ZeuS,ulaknews.com/wp-admn/serve/gate.php?m=login,85.95.239.139
Citadel,vsnili.com/wordpress/wp-includes/js/tinymce/foxcit/cp.php?m=login,198.176.28.49
IceIX,wordpress.paroquia.net.br/wp-comment/adm/index.php?m=login,186.202.177.149
IceIX,www.liminle.com/surfing/adm/index.php?m=login,182.50.146.128
IceIX,www.tourjoins.com/wp-content/uploads/2011/adm/index.php?m=login,61.19.249.89
IceIX,www.youiso.com/search/adm/index.php?m=login,112.213.122.149
ZeuS,zokah.dk/e777/cp.php?m=login,198.148.120.246
Mailer,blomyard.se/menu.php,194.9.94.37
ZeuS,www.nomoreparentsleftbehind.com/create/a4/adminpanel/admin.php?m=login,173.225.20.168
ZeuS,www.nomoreparentsleftbehind.com/create/a3/adminpanel/admin.php?m=login,173.225.20.168
Citadel,uaecarmarket.org/avast/cp.php?m=login,99.198.101.21
Citadel,hiradgjof.is/wp-admin/users/cp.php?m=login,93.95.224.184
Citadel,178.217.186.175/~official/greg/gg/cp.php?m=login,
Citadel,adcarapicuiba.org.br/plugins/system/cp.php?m=login,200.98.224.20
Solar,188.138.11.203/bot/solarbot/index.php?login,
Andromeda,188.138.11.203/bot/andro/,
Andromeda,188.138.11.203/bot/andromeda/,
Plasma,188.138.11.203/bot/plasma/login.php,
Citadel,23.227.196.95/chris/chris1/cp.php?m=login,
ZeuS,lesautresetcompagnie.com/wa/server/cp.php?m=login,80.241.217.97
ZeuS,fortuna-group.com.ua/wp-comment/admin.php?m=login,91.231.84.100
ZeuS,onecontabilidade.com.br/dav/cp.php?m=login,177.70.96.129
Unknown,www.jpontingaccountancy.co.uk/checking/check.php,91.103.221.52
Unknown,www.green-machines.co.uk/Paypal.Checker.php,5.77.34.3
Unknown,www.green-machines.co.uk/Payza.Checker.php,5.77.34.3
Unknown,www.green-machines.co.uk/pplmailchk/PayPalCheCker.php,5.77.34.3
Unknown,www.green-machines.co.uk/ppl1chk/,5.77.34.3
Unknown,www.green-machines.co.uk/ppl2chk/,5.77.34.3
IceIX,master-pfd.com/pfd/adm/index.php?m=login,37.9.169.13
Betabot,207.12.89.58/core/system/login.php,
Pony,58.64.150.219/Pony/admin.php,
Pony,66.175.218.242/pony/admin.php,
ZeuS,alcione.org/image9/cp.php?m=login,199.204.248.103
Pony,cs-game.bl.ee/admin.php,31.170.165.162
Citadel,dikili.bel.tr/ross/cp.php?m=login,188.132.241.58
IceIX,dogsonthemove.org/lala/adm/index.php?m=login,68.171.219.98
Pony,dveri.netau.net/dveri/admin.php,31.170.160.129
Pony,faccebo0lkvn.allalla.com/Panel/admin.php,93.188.160.29
ZeuS,guetener.com.br/wp-plugins/admin.php?m=login,208.115.200.2
Citadel,kalidoni.gr/media/mod_languages/css/lib/cp.php?m=login,5.9.163.177
Athena,kurdbot.bl.ee/panel/login/,31.170.164.77
Pony,latifa.yzi.me/1/1/admin.php,31.170.167.86
IceIX,mysteryforex.com/modules/mod_ebuka/web/adm/index.php?m=login,107.181.239.2
Pony,oboyouk.comoj.com/html/admin.php,31.170.163.70
Athena,realnuggetrolecall.com/panel/login/,46.105.104.99
ZeuS,signsbycoast.com/alot/adminpanel/admin.php?m=login,63.247.72.58
Citadel,swellbottom.net/heaven/cp.php?m=login,192.99.10.200
Pony,tonyspamz.favcc1.com/admin.php,93.188.160.53
Pony,vivaciouz.biz/jss/admin.php,89.233.106.130
ZeuS,www.kkeraobal.com/masktrack/cp.php?m=login,198.136.54.104
Citadel,107.160.185.128/office/2ja/server/cp.php?m=login,
ZeuS,rontosports300.com/brbr/cp.php?m=login,95.143.41.8
Citadel,speedpostintl.com/server/cp.php?m=login,206.72.203.29
IceIX,josematos.net/cdi/images/time/adm/index.php?m=login,81.92.219.71
ZeuS,direct-werken.eu/plugins/system/tmp/cp.php?m=login,108.162.199.242
Citadel,81.17.25.52/cp.php?m=login,
Citadel,5.77.40.82/balou/cp.php?m=login,
Citadel,199.187.129.193/webalizer/opt/cp.php?m=login,
ZeuS,it-support-calgary.ca/999/cp.php?m=login,69.27.107.94
